"Path","RelPath","Ext","UsesJSX","HasTypes","UsesCJS","UsesRequire","UsesAlias","Bytes"
"C:\TruthSource\docs\comparison\converted to TSX\AILenderTermsAnalyzer.tsx","docs\comparison\converted to TSX\AILenderTermsAnalyzer.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\AILoanRecommenderGrokOld2.tsx","docs\comparison\converted to TSX\AILoanRecommenderGrokOld2.tsx",".tsx","True","True","False","False","False","672"
"C:\TruthSource\docs\comparison\converted to TSX\aiMatchmaker.tsx","docs\comparison\converted to TSX\aiMatchmaker.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\AIPricingEngineGrokOld1.tsx","docs\comparison\converted to TSX\AIPricingEngineGrokOld1.tsx",".tsx","True","True","False","False","False","664"
"C:\TruthSource\docs\comparison\converted to TSX\AIPricingEngineGrokOld2.tsx","docs\comparison\converted to TSX\AIPricingEngineGrokOld2.tsx",".tsx","True","True","False","False","False","664"
"C:\TruthSource\docs\comparison\converted to TSX\AIRecommendationEngine.tsx","docs\comparison\converted to TSX\AIRecommendationEngine.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\AIScorePanel.tsx","docs\comparison\converted to TSX\AIScorePanel.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\AISuggestionEngine.tsx","docs\comparison\converted to TSX\AISuggestionEngine.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\alerts.tsx","docs\comparison\converted to TSX\alerts.tsx",".tsx","True","True","False","False","False","596"
"C:\TruthSource\docs\comparison\converted to TSX\analytics.routes.tsx","docs\comparison\converted to TSX\analytics.routes.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\analyticsExportUtilsGrokOld (2).tsx","docs\comparison\converted to TSX\analyticsExportUtilsGrokOld (2).tsx",".tsx","True","True","False","False","False","696"
"C:\TruthSource\docs\comparison\converted to TSX\analyticsExportUtilsGrokOld.tsx","docs\comparison\converted to TSX\analyticsExportUtilsGrokOld.tsx",".tsx","True","True","False","False","False","680"
"C:\TruthSource\docs\comparison\converted to TSX\App.tsx","docs\comparison\converted to TSX\App.tsx",".tsx","True","True","False","False","False","584"
"C:\TruthSource\docs\comparison\converted to TSX\ArbitrationDashboard.tsx","docs\comparison\converted to TSX\ArbitrationDashboard.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\arbitrationExportTools.tsx","docs\comparison\converted to TSX\arbitrationExportTools.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\arbitrator-performance.tsx","docs\comparison\converted to TSX\arbitrator-performance.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\arbitratorBucket.tsx","docs\comparison\converted to TSX\arbitratorBucket.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\ArbitratorDashboard.tsx","docs\comparison\converted to TSX\ArbitratorDashboard.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\arbitratorRecognition.tsx","docs\comparison\converted to TSX\arbitratorRecognition.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\ARExperience.tsx","docs\comparison\converted to TSX\ARExperience.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\ARVehicleView.tsx","docs\comparison\converted to TSX\ARVehicleView.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\assignJudges.tsx","docs\comparison\converted to TSX\assignJudges.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\AssignJudgesForm.tsx","docs\comparison\converted to TSX\AssignJudgesForm.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\auctionController.tsx","docs\comparison\converted to TSX\auctionController.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionDisputeDaemon.tsx","docs\comparison\converted to TSX\AuctionDisputeDaemon.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\auctionExportUtils.tsx","docs\comparison\converted to TSX\auctionExportUtils.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\auctionExportUtilsOld.tsx","docs\comparison\converted to TSX\auctionExportUtilsOld.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionGamificationEngine.tsx","docs\comparison\converted to TSX\AuctionGamificationEngine.tsx",".tsx","True","True","False","False","False","672"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionGamificationEngineOld.tsx","docs\comparison\converted to TSX\AuctionGamificationEngineOld.tsx",".tsx","True","True","False","False","False","684"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionHistory.tsx","docs\comparison\converted to TSX\AuctionHistory.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionHistoryTracker.tsx","docs\comparison\converted to TSX\AuctionHistoryTracker.tsx",".tsx","True","True","False","False","True","2731"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionListingForm.test.tsx","docs\comparison\converted to TSX\AuctionListingForm.test.tsx",".tsx","True","True","False","False","True","2624"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionListingForm.tsx","docs\comparison\converted to TSX\AuctionListingForm.tsx",".tsx","True","True","False","False","True","4379"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionManager.tsx","docs\comparison\converted to TSX\AuctionManager.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionMetrics.tsx","docs\comparison\converted to TSX\AuctionMetrics.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionNotifier.tsx","docs\comparison\converted to TSX\AuctionNotifier.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionPerformance.tsx","docs\comparison\converted to TSX\AuctionPerformance.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionReputationTracker.tsx","docs\comparison\converted to TSX\AuctionReputationTracker.tsx",".tsx","True","True","False","False","False","668"
"C:\TruthSource\docs\comparison\converted to TSX\auctions.tsx","docs\comparison\converted to TSX\auctions.tsx",".tsx","True","True","False","False","False","604"
"C:\TruthSource\docs\comparison\converted to TSX\AuctionScheduler.tsx","docs\comparison\converted to TSX\AuctionScheduler.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\auctionsOld.tsx","docs\comparison\converted to TSX\auctionsOld.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\audit-trail.tsx","docs\comparison\converted to TSX\audit-trail.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\AuditLogViewer.tsx","docs\comparison\converted to TSX\AuditLogViewer.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\AuthContext.tsx","docs\comparison\converted to TSX\AuthContext.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\authController.tsx","docs\comparison\converted to TSX\authController.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\backupApp.tsx","docs\comparison\converted to TSX\backupApp.tsx",".tsx","True","True","False","False","False","608"
"C:\TruthSource\docs\comparison\converted to TSX\BadgeHub.tsx","docs\comparison\converted to TSX\BadgeHub.tsx",".tsx","True","True","False","False","False","604"
"C:\TruthSource\docs\comparison\converted to TSX\badgeRoutes.tsx","docs\comparison\converted to TSX\badgeRoutes.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\badges.tsx","docs\comparison\converted to TSX\badges.tsx",".tsx","True","True","False","False","False","596"
"C:\TruthSource\docs\comparison\converted to TSX\BankerLoanHistory.tsx","docs\comparison\converted to TSX\BankerLoanHistory.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\BidDetailViewer.tsx","docs\comparison\converted to TSX\BidDetailViewer.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\BidValidator.tsx","docs\comparison\converted to TSX\BidValidator.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\BlindInvestor.tsx","docs\comparison\converted to TSX\BlindInvestor.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\BlockchainAdapter.tsx","docs\comparison\converted to TSX\BlockchainAdapter.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\BlockchainAdapterOld.tsx","docs\comparison\converted to TSX\BlockchainAdapterOld.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\BlockchainLedger.tsx","docs\comparison\converted to TSX\BlockchainLedger.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\BlockchainSnapshotViewer.tsx","docs\comparison\converted to TSX\BlockchainSnapshotViewer.tsx",".tsx","True","True","False","False","True","2130"
"C:\TruthSource\docs\comparison\converted to TSX\budgetauditlog.tsx","docs\comparison\converted to TSX\budgetauditlog.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\BulkUpload.tsx","docs\comparison\converted to TSX\BulkUpload.tsx",".tsx","True","True","False","False","False","612"
"C:\TruthSource\docs\comparison\converted to TSX\Button.tsx","docs\comparison\converted to TSX\Button.tsx",".tsx","True","True","False","False","False","596"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerAuctionHistory.tsx","docs\comparison\converted to TSX\BuyerAuctionHistory.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\buyerBucket.tsx","docs\comparison\converted to TSX\buyerBucket.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerCarCompare.tsx","docs\comparison\converted to TSX\BuyerCarCompare.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerContractView.tsx","docs\comparison\converted to TSX\BuyerContractView.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerDashboard.tsx","docs\comparison\converted to TSX\BuyerDashboard.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerDashboardGrokOld.tsx","docs\comparison\converted to TSX\BuyerDashboardGrokOld.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerDeliveryConfirmation.tsx","docs\comparison\converted to TSX\BuyerDeliveryConfirmation.tsx",".tsx","True","True","False","False","False","672"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerDeliveryTracker.tsx","docs\comparison\converted to TSX\BuyerDeliveryTracker.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerEscrowClaimPanel.tsx","docs\comparison\converted to TSX\BuyerEscrowClaimPanel.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerFinancingOffers.tsx","docs\comparison\converted to TSX\BuyerFinancingOffers.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerInspectionStatus.tsx","docs\comparison\converted to TSX\BuyerInspectionStatus.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerLoanApplications.tsx","docs\comparison\converted to TSX\BuyerLoanApplications.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerPreferencesForm.tsx","docs\comparison\converted to TSX\BuyerPreferencesForm.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerProgressBar.tsx","docs\comparison\converted to TSX\BuyerProgressBar.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\BuyerTitleTracker.tsx","docs\comparison\converted to TSX\BuyerTitleTracker.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\Car.tsx","docs\comparison\converted to TSX\Car.tsx",".tsx","True","True","False","False","False","584"
"C:\TruthSource\docs\comparison\converted to TSX\carController.tsx","docs\comparison\converted to TSX\carController.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\cars.tsx","docs\comparison\converted to TSX\cars.tsx",".tsx","True","True","False","False","False","588"
"C:\TruthSource\docs\comparison\converted to TSX\CarTransportCoordination.cy.tsx","docs\comparison\converted to TSX\CarTransportCoordination.cy.tsx",".tsx","True","True","False","False","False","680"
"C:\TruthSource\docs\comparison\converted to TSX\CaseBundleExporter.tsx","docs\comparison\converted to TSX\CaseBundleExporter.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\ChatAttachmentPreviewer.tsx","docs\comparison\converted to TSX\ChatAttachmentPreviewer.tsx",".tsx","True","True","False","False","False","664"
"C:\TruthSource\docs\comparison\converted to TSX\ChatAttachmentUploader.tsx","docs\comparison\converted to TSX\ChatAttachmentUploader.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\ChatInterface.tsx","docs\comparison\converted to TSX\ChatInterface.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\ChatInterfaceGrokOld.tsx","docs\comparison\converted to TSX\ChatInterfaceGrokOld.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\ChatSummaryPanel.tsx","docs\comparison\converted to TSX\ChatSummaryPanel.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\coachPlanRoute.tsx","docs\comparison\converted to TSX\coachPlanRoute.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\Cod1HaulerDeploymentChecklist.tsx","docs\comparison\converted to TSX\Cod1HaulerDeploymentChecklist.tsx",".tsx","True","True","False","False","False","688"
"C:\TruthSource\docs\comparison\converted to TSX\cod1HaulerReviewAI.tsx","docs\comparison\converted to TSX\cod1HaulerReviewAI.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\ColdObservable.tsx","docs\comparison\converted to TSX\ColdObservable.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\CollaborationChat.cy.tsx","docs\comparison\converted to TSX\CollaborationChat.cy.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\CollaborationChat.cy05040109.tsx","docs\comparison\converted to TSX\CollaborationChat.cy05040109.tsx",".tsx","True","True","False","False","False","684"
"C:\TruthSource\docs\comparison\converted to TSX\comments.tsx","docs\comparison\converted to TSX\comments.tsx",".tsx","True","True","False","False","False","604"
"C:\TruthSource\docs\comparison\converted to TSX\CommunityDashboard.tsx","docs\comparison\converted to TSX\CommunityDashboard.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\ComplianceChecker.tsx","docs\comparison\converted to TSX\ComplianceChecker.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\ComplianceEnhancer.tsx","docs\comparison\converted to TSX\ComplianceEnhancer.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\confirmDeliveryRoute.tsx","docs\comparison\converted to TSX\confirmDeliveryRoute.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\ContractAuditTrail.tsx","docs\comparison\converted to TSX\ContractAuditTrail.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\ContractAuditViewer.tsx","docs\comparison\converted to TSX\ContractAuditViewer.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\contractBadgeTrigger.tsx","docs\comparison\converted to TSX\contractBadgeTrigger.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\ContractCard.tsx","docs\comparison\converted to TSX\ContractCard.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\ContractDashboard.tsx","docs\comparison\converted to TSX\ContractDashboard.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\ContractESignLauncher.tsx","docs\comparison\converted to TSX\ContractESignLauncher.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\ContractIndexViewer.tsx","docs\comparison\converted to TSX\ContractIndexViewer.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\ContractPDFViewer.tsx","docs\comparison\converted to TSX\ContractPDFViewer.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\contractReviewController.tsx","docs\comparison\converted to TSX\contractReviewController.tsx",".tsx","True","True","False","False","False","668"
"C:\TruthSource\docs\comparison\converted to TSX\ContractReviewPortal.tsx","docs\comparison\converted to TSX\ContractReviewPortal.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\ContractSignaturePad.tsx","docs\comparison\converted to TSX\ContractSignaturePad.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\ContractSigningPanel.tsx","docs\comparison\converted to TSX\ContractSigningPanel.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\ContractViewer.tsx","docs\comparison\converted to TSX\ContractViewer.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\ContractViewerGrokOld.tsx","docs\comparison\converted to TSX\ContractViewerGrokOld.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\conversations.tsx","docs\comparison\converted to TSX\conversations.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\createAdminUser.tsx","docs\comparison\converted to TSX\createAdminUser.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\CreateListing.tsx","docs\comparison\converted to TSX\CreateListing.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\CreateListingForm.tsx","docs\comparison\converted to TSX\CreateListingForm.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\cronEscrowAudit.tsx","docs\comparison\converted to TSX\cronEscrowAudit.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\CrossBorderCommerce.tsx","docs\comparison\converted to TSX\CrossBorderCommerce.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\CryptoPayment.tsx","docs\comparison\converted to TSX\CryptoPayment.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\css-placeholder-shown.tsx","docs\comparison\converted to TSX\css-placeholder-shown.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\css-placeholder.tsx","docs\comparison\converted to TSX\css-placeholder.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\Dashboard.tsx","docs\comparison\converted to TSX\Dashboard.tsx",".tsx","True","True","False","False","False","608"
"C:\TruthSource\docs\comparison\converted to TSX\db.tsx","docs\comparison\converted to TSX\db.tsx",".tsx","True","True","False","False","False","580"
"C:\TruthSource\docs\comparison\converted to TSX\DDoSProtector.tsx","docs\comparison\converted to TSX\DDoSProtector.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\deliveries.tsx","docs\comparison\converted to TSX\deliveries.tsx",".tsx","True","True","False","False","False","612"
"C:\TruthSource\docs\comparison\converted to TSX\Delivery.tsx","docs\comparison\converted to TSX\Delivery.tsx",".tsx","True","True","False","False","False","604"
"C:\TruthSource\docs\comparison\converted to TSX\deliveryClaimRoutes.tsx","docs\comparison\converted to TSX\deliveryClaimRoutes.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\DeliveryModal.tsx","docs\comparison\converted to TSX\DeliveryModal.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\Dispute.tsx","docs\comparison\converted to TSX\Dispute.tsx",".tsx","True","True","False","False","False","600"
"C:\TruthSource\docs\comparison\converted to TSX\DisputeCenter.tsx","docs\comparison\converted to TSX\DisputeCenter.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\disputeController.tsx","docs\comparison\converted to TSX\disputeController.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\DisputeDashboard.tsx","docs\comparison\converted to TSX\DisputeDashboard.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\DisputeEvidenceUploader.tsx","docs\comparison\converted to TSX\DisputeEvidenceUploader.tsx",".tsx","True","True","False","False","False","664"
"C:\TruthSource\docs\comparison\converted to TSX\disputeFlowController.tsx","docs\comparison\converted to TSX\disputeFlowController.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\DisputeManager.tsx","docs\comparison\converted to TSX\DisputeManager.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\disputePdfController.tsx","docs\comparison\converted to TSX\disputePdfController.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\DisputeResolution.tsx","docs\comparison\converted to TSX\DisputeResolution.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\DisputeReview.tsx","docs\comparison\converted to TSX\DisputeReview.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\disputesGrokOld.tsx","docs\comparison\converted to TSX\disputesGrokOld.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\disputeSummaryPDF.tsx","docs\comparison\converted to TSX\disputeSummaryPDF.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\DisputeTimeline.tsx","docs\comparison\converted to TSX\DisputeTimeline.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\DocumentUploader.tsx","docs\comparison\converted to TSX\DocumentUploader.tsx",".tsx","True","True","False","False","False","636"
